"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","SEXO","EDAD","NIV","GRA","FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
"0575401103","0575401","05754011","3","1","17","","","05754","01","1","03","1","5","086","01075",11783
"0575401104","0575401","05754011","3","1","15","","","05754","01","1","04","1","5","086","01075",11783
"0575517101","0575517","05755171","1","1","59","06","3","05755","17","1","01","2","5","094","01150",839
"0575517102","0575517","05755171","2","2","49","","","05755","17","1","02","2","5","094","01150",839
"0575517103","0575517","05755171","3","2","25","","","05755","17","1","03","2","5","094","01150",839
"0575517104","0575517","05755171","3","1","29","","","05755","17","1","04","2","5","094","01150",839
"0575517105","0575517","05755171","5","1","70","","","05755","17","1","05","2","5","094","01150",839
"0575517106","0575517","05755171","5","2","71","","","05755","17","1","06","2","5","094","01150",839
"0575517107","0575517","05755171","6","2","25","","","05755","17","1","07","2","5","094","01150",839
"0575601101","0575601","05756011","1","1","39","06","3","05756","01","1","01","2","5","169","01989",1117
"0575601102","0575601","05756011","2","2","38","","","05756","01","1","02","2","5","169","01989",1117
"0575601103","0575601","05756011","3","1","21","","","05756","01","1","03","2","5","169","01989",1117
"0575601104","0575601","05756011","3","2","14","","","05756","01","1","04","2","5","169","01989",1117
"0575705101","0575705","05757051","1","1","27","03","3","05757","05","1","01","4","6","111","01380",3726
"0575705102","0575705","05757051","2","2","25","","","05757","05","1","02","4","6","111","01380",3726
"0575705103","0575705","05757051","3","2","03","","","05757","05","1","03","4","6","111","01380",3726
"0575705104","0575705","05757051","5","2","50","","","05757","05","1","04","4","6","111","01380",3726
"0575705105","0575705","05757051","5","1","22","","","05757","05","1","05","4","6","111","01380",3726
"0575705106","0575705","05757051","5","1","14","","","05757","05","1","06","4","6","111","01380",3726
"0575806101","0575806","05758061","1","1","40","02","6","05758","06","1","01","4","6","039","00449",4091
"0575806102","0575806","05758061","2","2","39","","","05758","06","1","02","4","6","039","00449",4091
"0575806103","0575806","05758061","3","1","22","","","05758","06","1","03","4","6","039","00449",4091
"0575806104","0575806","05758061","3","1","18","","","05758","06","1","04","4","6","039","00449",4091
"0575806105","0575806","05758061","3","2","17","","","05758","06","1","05","4","6","039","00449",4091
"0575806106","0575806","05758061","3","1","15","","","05758","06","1","06","4","6","039","00449",4091
"0575806107","0575806","05758061","3","1","13","","","05758","06","1","07","4","6","039","00449",4091
"0575806108","0575806","05758061","5","2","18","","","05758","06","1","08","4","6","039","00449",4091
"0575806109","0575806","05758061","5","2","19","","","05758","06","1","09","4","6","039","00449",4091
"0575806110","0575806","05758061","4","1","00","","","05758","06","1","10","4","6","039","00449",4091
"0575904101","0575904","05759041","1","1","35","02","6","05759","04","1","01","1","5","085","01046",11818
"0576004101","0576004","05760041","1","2","46","03","3","05760","04","1","01","1","1","009","00086",2729
"0576004102","0576004","05760041","3","2","21","","","05760","04","1","02","1","1","009","00086",2729
"0576004103","0576004","05760041","3","2","11","","","05760","04","1","03","1","1","009","00086",2729
"0576101101","0576101","05761011","1","2","68","02","6","05761","01","1","01","1","4","049","00658",3100
"0576101102","0576101","05761011","3","2","42","","","05761","01","1","02","1","4","049","00658",3100
"0576101103","0576101","05761011","3","2","38","","","05761","01","1","03","1","4","049","00658",3100
"0576101104","0576101","05761011","4","2","19","","","05761","01","1","04","1","4","049","00658",3100
"0576101105","0576101","05761011","5","1","30","","","05761","01","1","05","1","4","049","00658",3100
"0576101106","0576101","05761011","4","1","11","","","05761","01","1","06","1","4","049","00658",3100
"0576101107","0576101","05761011","4","2","08","","","05761","01","1","07","1","4","049","00658",3100
"0576211101","0576211","05762111","1","2","38","08","4","05762","11","1","01","3","2","159","01844",2105
"0576211102","0576211","05762111","3","2","08","","","05762","11","1","02","3","2","159","01844",2105
"0576211103","0576211","05762111","3","1","03","","","05762","11","1","03","3","2","159","01844",2105
"0576302101","0576302","05763021","1","1","36","03","3","05763","02","1","01","1","5","086","01083",9428
"0576302102","0576302","05763021","2","2","34","","","05763","02","1","02","1","5","086","01083",9428
"0576302103","0576302","05763021","3","1","15","","","05763","02","1","03","1","5","086","01083",9428
"0576302104","0576302","05763021","3","1","07","","","05763","02","1","04","1","5","086","01083",9428
"0576402101","0576402","05764021","1","1","31","03","3","05764","02","1","01","4","6","111","01379",3848
"0576402102","0576402","05764021","2","2","29","","","05764","02","1","02","4","6","111","01379",3848
"0576402103","0576402","05764021","5","2","70","","","05764","02","1","03","4","6","111","01379",3848
"0576402104","0576402","05764021","3","2","03","","","05764","02","1","04","4","6","111","01379",3848
"0576504101","0576504","05765041","1","2","68","02","6","05765","04","1","01","3","5","170","02025",979
"0576504102","0576504","05765041","3","1","49","","","05765","04","1","02","3","5","170","02025",979
"0576605101","0576605","05766051","1","1","66","07","2","05766","05","1","01","4","2","105","01250",2996
"0576605102","0576605","05766051","3","2","25","","","05766","05","1","02","4","2","105","01250",2996
"0576605103","0576605","05766051","4","1","06","","","05766","05","1","03","4","2","105","01250",2996
"0576705101","0576705","05767051","1","1","61","06","3","05767","05","1","01","1","3","005","00028",1464
"0576705102","0576705","05767051","2","2","62","","","05767","05","1","02","1","3","005","00028",1464
"0576705103","0576705","05767051","3","1","34","","","05767","05","1","03","1","3","005","00028",1464
"0576801101","0576801","05768011","1","1","55","08","4","05768","01","1","01","3","5","068","00926",4627
"0576801102","0576801","05768011","2","2","53","","","05768","01","1","02","3","5","068","00926",4627
"0576801103","0576801","05768011","3","1","26","","","05768","01","1","03","3","5","068","00926",4627
"0576801104","0576801","05768011","3","2","19","","","05768","01","1","04","3","5","068","00926",4627
"0576917101","0576917","05769171","1","1","68","03","3","05769","17","1","01","4","5","117","01412",4714
"0576917102","0576917","05769171","2","2","65","","","05769","17","1","02","4","5","117","01412",4714
"0577003101","0577003","05770031","1","2","70","08","3","05770","03","1","01","1","5","121","01439",4377
"0577003102","0577003","05770031","3","1","40","","","05770","03","1","02","1","5","121","01439",4377
"0577104101","0577104","05771041","1","1","22","08","4","05771","04","1","01","1","3","128","01505",2103
"0577104102","0577104","05771041","2","2","29","","","05771","04","1","02","1","3","128","01505",2103
"0577104103","0577104","05771041","3","2","01","","","05771","04","1","03","1","3","128","01505",2103
"0577104104","0577104","05771041","3","1","00","","","05771","04","1","04","1","3","128","01505",2103
"0577203101","0577203","05772031","1","1","32","06","3","05772","03","1","01","1","4","049","00637",3623
"0577203102","0577203","05772031","2","2","30","","","05772","03","1","02","1","4","049","00637",3623
"0577316101","0577316","05773161","1","1","54","02","2","05773","16","1","01","4","2","137","01599",1009
"0577316102","0577316","05773161","2","2","43","","","05773","16","1","02","4","2","137","01599",1009
"0577316103","0577316","05773161","3","2","17","","","05773","16","1","03","4","2","137","01599",1009
"0577316104","0577316","05773161","3","1","14","","","05773","16","1","04","4","2","137","01599",1009
"0577316105","0577316","05773161","3","1","13","","","05773","16","1","05","4","2","137","01599",1009
"0577316106","0577316","05773161","3","2","02","","","05773","16","1","06","4","2","137","01599",1009
"0577316107","0577316","05773161","3","2","20","","","05773","16","1","07","4","2","137","01599",1009
"0577316108","0577316","05773161","5","1","21","","","05773","16","1","08","4","2","137","01599",1009
"0577316109","0577316","05773161","4","2","01","","","05773","16","1","09","4","2","137","01599",1009
"0577404101","0577404","05774041","1","2","42","03","3","05774","04","1","01","2","6","114","01402",3050
"0577404102","0577404","05774041","3","2","17","","","05774","04","1","02","2","6","114","01402",3050
"0577504101","0577504","05775041","1","1","21","08","3","05775","04","1","01","1","3","035","00423",794
"0577601101","0577601","05776011","1","1","44","02","5","05776","01","1","01","3","6","061","00877",2869
"0577601102","0577601","05776011","2","2","41","","","05776","01","1","02","3","6","061","00877",2869
"0577601103","0577601","05776011","3","2","20","","","05776","01","1","03","3","6","061","00877",2869
"0577601104","0577601","05776011","3","2","15","","","05776","01","1","04","3","6","061","00877",2869
"0577601105","0577601","05776011","3","1","09","","","05776","01","1","05","3","6","061","00877",2869
"0577601106","0577601","05776011","4","1","03","","","05776","01","1","06","3","6","061","00877",2869
"0577705101","0577705","05777051","1","2","57","02","6","05777","05","1","01","1","3","059","00864",5348
"0577705102","0577705","05777051","5","2","06","","","05777","05","1","02","1","3","059","00864",5348
"0577801101","0577801","05778011","1","2","70","02","3","05778","01","1","01","1","4","050","00691",3701
"0577801102","0577801","05778011","2","1","75","","","05778","01","1","02","1","4","050","00691",3701
"0577914101","0577914","05779141","1","1","35","06","3","05779","14","1","01","2","2","135","01582",2162
"0577914102","0577914","05779141","2","2","32","","","05779","14","1","02","2","2","135","01582",2162
"0577914103","0577914","05779141","3","2","11","","","05779","14","1","03","2","2","135","01582",2162
"0577914104","0577914","05779141","3","2","07","","","05779","14","1","04","2","2","135","01582",2162
"0577914105","0577914","05779141","3","1","03","","","05779","14","1","05","2","2","135","01582",2162
"0578004101","0578004","05780041","1","1","30","08","5","05780","04","1","01","1","2","139","01637",1272
"0578004201","0578004","05780042","1","1","23","08","5","05780","04","2","01","1","2","139","01637",1272
"0578004301","0578004","05780043","1","1","30","08","2","05780","04","3","01","1","2","139","01637",1272
"0578113101","0578113","05781131","1","1","64","02","2","05781","13","1","01","4","2","160","01846",1388
"0578205101","0578205","05782051","1","2","71","02","5","05782","05","1","01","1","1","054","00809",1306
"0578315101","0578315","05783151","1","1","34","03","3","05783","15","1","01","2","3","185","02139",1468
"0578315102","0578315","05783151","2","2","34","","","05783","15","1","02","2","3","185","02139",1468
"0578315103","0578315","05783151","3","1","11","","","05783","15","1","03","2","3","185","02139",1468
"0578315104","0578315","05783151","3","2","06","","","05783","15","1","04","2","3","185","02139",1468
"0578419101","0578419","05784191","1","1","43","99","9","05784","19","1","01","4","1","143","01681",2188
"0578419102","0578419","05784191","3","1","19","","","05784","19","1","02","4","1","143","01681",2188
"0578419103","0578419","05784191","3","1","10","","","05784","19","1","03","4","1","143","01681",2188
"0578502101","0578502","05785021","1","2","32","03","3","05785","02","1","01","4","1","014","00149",796
"0578502102","0578502","05785021","3","1","01","","","05785","02","1","02","4","1","014","00149",796
"0578502103","0578502","05785021","3","2","01","","","05785","02","1","03","4","1","014","00149",796
"0578604101","0578604","05786041","1","2","38","05","3","05786","04","1","01","1","1","010","00120",2739
"0578604102","0578604","05786041","3","1","15","","","05786","04","1","02","1","1","010","00120",2739
"0578604103","0578604","05786041","3","1","10","","","05786","04","1","03","1","1","010","00120",2739
"0578702101","0578702","05787021","1","2","42","06","3","05787","02","1","01","1","5","085","01035",13117
